Study,Species,Genus,Family,Order,Migration_distance,Location,Latitude,Longitude,Continent,Start_year,End_year,Predictor,Response_variable,Slope,SE,SE_calc,N,P_value,T_value,Temperature_location,Data_source,Arrival_location,,gendiet,maindiet,bodymass,bodysource,genhabitat,mainhabitat,hemisphere
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,37.1,140.1,Asia,1953,2005,temperature,first arrival,0.928,1.262,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.6,140.5,Asia,1953,2005,temperature,first arrival,-10.808,7.407,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,37.2,136.5,Asia,1953,2005,temperature,first arrival,0.072,1.532,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,38,138.1,Asia,1953,2005,temperature,first arrival,0.128,1.528,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,37.5,139,Asia,1953,2005,temperature,first arrival,0.916,1.298,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.4,137.1,Asia,1953,2005,temperature,first arrival,0.801,1.027,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.4,138.1,Asia,1953,2005,temperature,first arrival,-0.948,0.877,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,37.1,138.2,Asia,1953,2005,temperature,first arrival,0.272,1.753,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.3,139.5,Asia,1953,2005,temperature,first arrival,0.387,1.674,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.1,137.2,Asia,1953,2005,temperature,first arrival,-0.876,1.23,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.1,137.6,Asia,1953,2005,temperature,first arrival,-0.897,0.89,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.2,139,Asia,1953,2005,temperature,first arrival,5.139,2.364,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,36.1,139.2,Asia,1953,2005,temperature,first arrival,2.965,8.512,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,35.3,137.5,Asia,1953,2005,temperature,first arrival,4.652,2.655,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Gordo, O. & Doi, H. (2012) Drivers of population variability in phenological responses to climate change in Japanese birds. Climate Research, 54, 95–112.  ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,long,Japan,34.2,134.5,Asia,1953,2005,temperature,first arrival,5.545,25.929,,,,,passage or breeding,standardized scientist observation in field or centre,passage or breeding,,1,inv,111.36,Dunning08,4,1,northern
"Lehikoinen, E., Sparks, T.H. & Zalakevicius, M. (2004). Arrival and departure dates. Advances in Ecological Research, 35, 1-31.",Motacilla alba,Motacilla,Motacillidae,Passeriformes,unclassified,Finland,60.5,22.3,Europe,1749,1762,temperature,first arrival,-3.621,2.752,,,,,passage or breeding,scientist observation in field,passage or breeding,,1,inv,23.93,Dunning08,5,0,northern
"Lehikoinen, E., Sparks, T.H. & Zalakevicius, M. (2004). Arrival and departure dates. Advances in Ecological Research, 35, 1-31.",Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,unclassified,Finland,60.5,22.3,Europe,1749,1762,temperature,first arrival,-2.013,0.719,,,,,passage or breeding,scientist observation in field,passage or breeding,,1,inv,17.91,Dunning08,4,0,northern
"Lehikoinen, E., Sparks, T.H. & Zalakevicius, M. (2004). Arrival and departure dates. Advances in Ecological Research, 35, 1-31.",Apus apus,Apus,Apodidae,Apodiformes,unclassified,Finland,60.5,22.3,Europe,1749,1762,temperature,first arrival,-1.017,1.404,,,,,passage or breeding,scientist observation in field,passage or breeding,,1,inv,37.6,Dunning08,8,1,northern
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Motacilla alba,Motacilla,Motacillidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-2.846,0.739,-0.739,22,0.001,3.85,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Vanellus vanellus,Vanellus,Charadriidae,Charadriiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-1.572,0.428,-0.428,30,0.001,3.674,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Turdus philomelos,Turdus,Turdidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.541,0.319,-0.319,31,0.101,1.694,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Haematopus ostralegus,Haematopus,Haematopodidae,Charadriiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.571,0.157,-0.157,32,0.001,3.646,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Larus ridibundus,Larus,Laridae,Charadriiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.053,0.159,-0.159,29,0.741,0.334,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Saxicola torquatus,Saxicola,Muscicapidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,1.776,0.784,0.784,20,0.036,2.266,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Numenius arquata,Numenius,Scolopacidae,Charadriiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.241,0.183,-0.183,30,0.199,1.316,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Motacilla cinerea,Motacilla,Motacillidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.676,0.178,-0.178,24,0.001,3.792,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Tringa totanus,Tringa,Scolopacidae,Charadriiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.371,0.145,-0.145,22,0.019,2.552,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Anthus pratensis,Anthus,Motacillidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,0.76,0.658,0.658,17,0.266,1.155,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Riparia riparia,Riparia,Hirundinidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.562,0.146,-0.146,22,0.001,3.85,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Hirundo rustica,Hirundo,Hirundinidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.345,0.094,-0.094,30,0.001,3.674,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.161,0.063,-0.063,36,0.015,2.562,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Anthus trivialis,Anthus,Motacillidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.295,0.141,-0.141,28,0.047,2.085,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.32,0.136,-0.136,30,0.026,2.351,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Phoenicurus phoenicurus,Phoenicurus,Muscicapidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.121,0.11,-0.11,28,0.282,1.099,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Saxicola rubetra,Saxicola,Muscicapidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.268,0.14,-0.14,25,0.069,1.908,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Cuculus canorus,Cuculus,Cuculidae,Cuculiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.281,0.111,-0.111,31,0.017,2.532,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Sylvia atricapilla,Sylvia,Sylviidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-1.854,0.477,-0.477,21,0.001,3.883,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Phylloscopus sibilatrix,Phylloscopus,Phylloscopidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.141,0.195,-0.195,24,0.477,0.723,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Apus apus,Apus,Apodidae,Apodiformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-0.173,0.071,-0.071,29,0.022,2.43,,citizen science data,passage or breeding,,,,,,,,
"Jenkins, D. & Sparks, T.H. (2010). The changing bird phenology of Mid Deeside, Scotland 1974-2010. Bird Study 57, 401-414. ",Sylvia borin,Sylvia,Sylviidae,Passeriformes,short,United Kingdom,57.1,2.8,Europe,1974,2010,year,first arrival,-3.323,0.917,-0.917,13,0.004,3.624,,citizen science data,passage or breeding,,,,,,,,
